onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.009	4	Aircraft1_10%_17.jpg	0	0.1	40.009	43.747	40.961	0
44.068	4	Aircraft2_10%_42.jpg	1	0.1	44.068	47.797	44.898	1
48.082	4	Aircraft2_10%_44.jpg	1	0.1	48.082	51.812	48.88	1
52.124	4	Aircraft1_10%_10.jpg	0	0.1	52.124	55.858	52.756	0
56.147	4	Aircraft2_10%_25.jpg	1	0.1	56.147	59.876	57.484	1
60.155	4	rest.jpg	n/a	n/a	60.155	63.884	64.155	n/a
64.13	4	rest.jpg	n/a	n/a	64.13	67.86	68.13	n/a
68.114	4	rest.jpg	n/a	n/a	68.114	71.844	72.114	n/a
72.166	4	Aircraft1_90%_12.jpg	0	0.9	72.166	75.902	73.901	0
76.218	4	Aircraft2_90%_32.jpg	1	0.9	76.218	79.949	78.418	1
80.233	4	Aircraft2_90%_48.jpg	1	0.9	80.233	83.968	81.195	1
84.244	4	Aircraft1_90%_19.jpg	0	0.9	84.244	87.973	85.579	0
88.283	4	Aircraft1_90%_33.jpg	0	0.9	88.283	92.012	89.826	0
92.283	4	rest.jpg	n/a	n/a	92.283	96.014	96.283	n/a
96.269	4	rest.jpg	n/a	n/a	96.269	99.998	100.269	n/a
100.235	4	rest.jpg	n/a	n/a	100.235	103.969	104.235	n/a
104.291	4	Aircraft2_70%_33.jpg	1	0.75	104.291	108.02	105.935	1
108.294	4	Aircraft2_70%_38.jpg	1	0.75	108.294	112.023	109.543	1
112.296	4	Aircraft1_70%_30.jpg	0	0.75	112.296	116.031	113.641	0
116.322	4	Aircraft1_70%_41.jpg	0	0.75	116.322	120.051	117.759	0
120.326	4	Aircraft1_70%_18.jpg	0	0.75	120.326	124.057	121.519	0
124.34	4	rest.jpg	n/a	n/a	124.34	128.071	128.34	n/a
128.321	4	rest.jpg	n/a	n/a	128.321	132.052	132.321	n/a
132.301	4	rest.jpg	n/a	n/a	132.301	136.033	136.301	n/a
136.311	4	Aircraft2_10%_24.jpg	1	0.1	136.311	140.045	137.506	1
140.322	4	Aircraft2_10%_2.jpg	1	0.1	140.322	144.054	141.184	1
144.335	4	Aircraft2_10%_43.jpg	1	0.1	144.335	148.069	145.063	1
148.387	4	Aircraft2_10%_46.jpg	1	0.1	148.387	152.116	149.197	1
152.413	4	Aircraft1_10%_42.jpg	0	0.1	152.413	156.148	153.525	0
156.435	4	rest.jpg	n/a	n/a	156.435	160.17	160.435	n/a
160.42	4	rest.jpg	n/a	n/a	160.42	164.154	164.42	n/a
164.403	4	rest.jpg	n/a	n/a	164.403	168.134	168.403	n/a
168.403	4	Aircraft2_90%_9.jpg	1	0.9	168.403	172.137	171.103	1
172.454	4	Aircraft2_90%_6.jpg	1	0.9	172.454	176.184	174.697	1
176.464	4	Aircraft1_90%_23.jpg	0	0.9	176.464	180.195	177.42	0
180.497	4	Aircraft1_90%_21.jpg	0	0.9	180.497	184.228	181.586	0
184.504	4	Aircraft2_90%_36.jpg	1	0.9	184.504	188.233	185.887	1
188.523	4	rest.jpg	n/a	n/a	188.523	192.257	192.523	n/a
192.507	4	rest.jpg	n/a	n/a	192.507	196.246	196.507	n/a
196.498	4	rest.jpg	n/a	n/a	196.498	200.232	200.498	n/a
200.519	4	Aircraft2_70%_31.jpg	1	0.75	200.519	204.251	201.332	1
204.528	4	Aircraft1_70%_4.jpg	0	0.75	204.528	208.262	205.92	0
