onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
313.423	4	Aircraft1_70%_14.jpg	0	0.75	313.423	317.156	317.05	0
317.428	4	rest.jpg	n/a	n/a	317.428	321.165	321.428	n/a
321.412	4	rest.jpg	n/a	n/a	321.412	325.148	325.412	n/a
325.391	4	rest.jpg	n/a	n/a	325.391	329.123	329.391	n/a
329.414	4	Aircraft1_10%_1.jpg	0	0.1	329.414	333.149	330.772	0
333.462	4	Aircraft1_10%_47.jpg	0	0.1	333.462	337.192	334.378	0
337.482	4	Aircraft1_10%_40.jpg	0	0.1	337.482	341.212	338.213	0
341.539	4	Aircraft1_10%_27.jpg	0	0.1	341.539	345.274	342.964	0
345.578	4	Aircraft2_10%_35.jpg	1	0.1	345.578	349.314	347.27	1
349.584	4	rest.jpg	n/a	n/a	349.584	353.319	353.584	n/a
353.568	4	rest.jpg	n/a	n/a	353.568	357.302	357.568	n/a
357.547	4	rest.jpg	n/a	n/a	357.547	361.277	361.547	n/a
361.598	4	Aircraft1_90%_32.jpg	0	0.9	361.598	365.333	363.996	0
365.649	4	Aircraft1_90%_49.jpg	0	0.9	365.649	369.379	368.046	0
369.694	4	Aircraft2_90%_22.jpg	1	0.9	369.694	373.426	372.774	1
373.743	4	Aircraft1_90%_34.jpg	0	0.9	373.743	377.478	375.06	0
377.774	4	Aircraft1_90%_14.jpg	0	0.9	377.774	381.507	380.997	0
381.792	4	rest.jpg	n/a	n/a	381.792	385.527	385.792	n/a
385.767	4	rest.jpg	n/a	n/a	385.767	389.503	389.767	n/a
389.736	4	rest.jpg	n/a	n/a	389.736	393.472	393.736	n/a
393.788	4	Aircraft2_70%_24.jpg	1	0.75	393.788	397.524	395.668	1
397.837	4	Aircraft2_70%_2.jpg	1	0.75	397.837	401.572	399.06	1
401.855	4	Aircraft2_70%_43.jpg	1	0.75	401.855	405.591	403.551	1
405.888	4	Aircraft2_70%_46.jpg	1	0.75	405.888	409.619	408.558	1
409.902	4	Aircraft1_70%_42.jpg	0	0.75	409.902	413.637	411.381	0
413.922	4	rest.jpg	n/a	n/a	413.922	417.658	417.922	n/a
417.892	4	rest.jpg	n/a	n/a	417.892	421.623	421.892	n/a
421.857	4	rest.jpg	n/a	n/a	421.857	425.591	425.857	n/a
425.923	4	Aircraft2_10%_30.jpg	1	0.1	425.923	429.653	427.68	1
429.922	4	Aircraft2_10%_27.jpg	1	0.1	429.922	433.652	430.716	1
433.937	4	Aircraft2_10%_50.jpg	1	0.1	433.937	437.673	434.886	1
437.96	4	Aircraft2_10%_29.jpg	1	0.1	437.96	441.695	438.972	1
441.987	4	Aircraft1_10%_6.jpg	0	0.1	441.987	445.718	442.803	0
446.007	4	rest.jpg	n/a	n/a	446.007	449.741	450.007	n/a
449.99	4	rest.jpg	n/a	n/a	449.99	453.733	453.99	n/a
453.988	4	rest.jpg	n/a	n/a	453.988	457.726	457.988	n/a
458.01	4	Aircraft2_90%_18.jpg	1	0.9	458.01	461.741	460.861	1
462.026	4	Aircraft1_90%_29.jpg	0	0.9	462.026	465.761	464.52	0
466.026	4	Aircraft2_90%_1.jpg	1	0.9	466.026	469.758	469.173	1
470.041	4	Aircraft1_90%_26.jpg	0	0.9	470.041	473.775	472.874	0
474.042	4	Aircraft2_90%_34.jpg	1	0.9	474.042	477.775	475.869	1
478.048	4	rest.jpg	n/a	n/a	478.048	481.785	482.048	n/a
482.019	4	rest.jpg	n/a	n/a	482.019	485.752	486.019	n/a
486.001	4	rest.jpg	n/a	n/a	486.001	489.739	490.001	n/a
490.012	4	Aircraft1_70%_17.jpg	0	0.75	490.012	493.75	492.268	0
494.023	4	Aircraft2_70%_42.jpg	1	0.75	494.023	497.759	496.998	1
498.031	4	Aircraft2_70%_44.jpg	1	0.75	498.031	501.766	499.637	1
502.059	4	Aircraft1_70%_10.jpg	0	0.75	502.059	505.791	503.068	0
506.068	4	Aircraft2_70%_25.jpg	1	0.75	506.068	509.804	509.276	1
510.101	4	rest.jpg	n/a	n/a	510.101	513.834	514.101	n/a
514.087	4	rest.jpg	n/a	n/a	514.087	517.825	518.087	n/a
518.06	4	rest.jpg	n/a	n/a	518.06	521.796	522.06	n/a
522.074	4	Aircraft1_10%_38.jpg	0	0.1	522.074	525.804	523.211	0
526.101	4	Aircraft2_10%_21.jpg	1	0.1	526.101	529.838	527.011	1
530.131	4	Aircraft1_10%_16.jpg	0	0.1	530.131	533.86	531.565	0
534.137	4	Aircraft1_10%_46.jpg	0	0.1	534.137	537.867	535.351	0
538.14	4	Aircraft2_10%_40.jpg	1	0.1	538.14	541.87	539.051	1
542.149	4	rest.jpg	n/a	n/a	542.149	545.879	546.149	n/a
546.129	4	rest.jpg	n/a	n/a	546.129	549.859	550.129	n/a
550.112	4	rest.jpg	n/a	n/a	550.112	553.848	554.112	n/a
554.119	4	Aircraft2_90%_4.jpg	1	0.9	554.119	557.849	556.664	1
558.122	4	Aircraft1_90%_43.jpg	0	0.9	558.122	561.852	560.455	0
562.14	4	Aircraft1_90%_9.jpg	0	0.9	562.14	565.875	563.866	0
566.167	4	Aircraft1_90%_11.jpg	0	0.9	566.167	569.901	569.502	0
570.173	4	Aircraft1_90%_50.jpg	0	0.9	570.173	573.903	572.317	0
574.199	4	rest.jpg	n/a	n/a	574.199	577.934	578.199	n/a
578.186	4	rest.jpg	n/a	n/a	578.186	581.916	582.186	n/a
582.153	4	rest.jpg	n/a	n/a	582.153	585.888	586.153	n/a
586.164	4	Aircraft1_70%_12.jpg	0	0.75	586.164	589.9	588.371	0
590.176	4	Aircraft2_70%_32.jpg	1	0.75	590.176	593.908	592.321	1
594.194	4	Aircraft2_70%_48.jpg	1	0.75	594.194	597.926	595.848	1
598.208	4	Aircraft1_70%_19.jpg	0	0.75	598.208	601.944	599.788	0
602.23	4	Aircraft1_70%_33.jpg	0	0.75	602.23	605.962	606.23	0
606.238	4	rest.jpg	n/a	n/a	606.238	609.968	610.238	n/a
610.223	4	rest.jpg	n/a	n/a	610.223	613.959	614.223	n/a
614.211	4	rest.jpg	n/a	n/a	614.211	617.941	618.211	n/a
618.233	4	Aircraft2_10%_23.jpg	1	0.1	618.233	621.963	619.443	1
622.256	4	Aircraft1_10%_28.jpg	0	0.1	622.256	625.991	623.237	0
626.284	4	Aircraft2_10%_13.jpg	1	0.1	626.284	630.018	627.16	1
630.289	4	Aircraft1_10%_45.jpg	0	0.1	630.289	634.021	632.078	0
634.316	4	Aircraft1_10%_37.jpg	0	0.1	634.316	638.045	635.788	0
638.332	4	rest.jpg	n/a	n/a	638.332	642.062	642.332	n/a
642.294	4	rest.jpg	n/a	n/a	642.294	646.03	646.294	n/a
646.264	4	rest.jpg	n/a	n/a	646.264	649.997	650.264	n/a
650.268	4	Aircraft2_90%_33.jpg	1	0.9	650.268	654.005	652.42	1
654.272	4	Aircraft2_90%_38.jpg	1	0.9	654.272	658.009	657.565	1
658.276	4	Aircraft1_90%_30.jpg	0	0.9	658.276	662.009	659.573	0
662.292	4	Aircraft1_90%_41.jpg	0	0.9	662.292	666.024	664.66	0
666.303	4	Aircraft1_90%_18.jpg	0	0.9	666.303	670.036	668.217	0
670.324	4	rest.jpg	n/a	n/a	670.324	674.059	674.324	n/a
674.306	4	rest.jpg	n/a	n/a	674.306	678.038	678.306	n/a
678.27	4	rest.jpg	n/a	n/a	678.27	682.003	682.27	n/a
682.275	4	Aircraft2_70%_9.jpg	1	0.75	682.275	686.005	685.101	1
686.29	4	Aircraft2_70%_6.jpg	1	0.75	686.29	690.022	687.7	1
690.296	4	Aircraft1_70%_23.jpg	0	0.75	690.296	694.031	692.258	0
694.325	4	Aircraft1_70%_21.jpg	0	0.75	694.325	698.061	697.63	0
698.335	4	Aircraft2_70%_36.jpg	1	0.75	698.335	702.067	701.121	1
702.337	4	rest.jpg	n/a	n/a	702.337	706.07	706.337	n/a
706.304	4	rest.jpg	n/a	n/a	706.304	710.035	710.304	n/a
710.267	4	rest.jpg	n/a	n/a	710.267	714.003	714.267	n/a
714.276	4	Aircraft2_10%_41.jpg	1	0.1	714.276	718.013	716.363	1
718.303	4	Aircraft1_10%_22.jpg	0	0.1	718.303	722.035	719.173	0
722.317	4	Aircraft1_10%_44.jpg	0	0.1	722.317	726.052	723.689	0
726.327	4	Aircraft1_10%_1.jpg	0	0.1	726.327	730.063	728.723	0
730.35	4	Aircraft2_10%_37.jpg	1	0.1	730.35	734.08	733.062	1
734.371	4	rest.jpg	n/a	n/a	734.371	738.101	738.371	n/a
738.335	4	rest.jpg	n/a	n/a	738.335	742.065	742.335	n/a
742.313	4	rest.jpg	n/a	n/a	742.313	746.047	746.313	n/a
746.329	4	Aircraft2_90%_31.jpg	1	0.9	746.329	750.063	750.329	1
750.348	4	Aircraft1_90%_4.jpg	0	0.9	750.348	754.084	752.46	0
754.373	4	Aircraft2_90%_20.jpg	1	0.9	754.373	758.109	756.494	1
758.395	4	Aircraft1_90%_7.jpg	0	0.9	758.395	762.128	760.653	0
762.395	4	Aircraft1_90%_8.jpg	0	0.9	762.395	766.131	766.395	0
766.417	4	rest.jpg	n/a	n/a	766.417	770.149	770.417	n/a
770.396	4	rest.jpg	n/a	n/a	770.396	774.128	774.396	n/a
774.379	4	rest.jpg	n/a	n/a	774.379	778.114	778.379	n/a
778.387	4	Aircraft2_70%_14.jpg	1	0.75	778.387	782.116	780	1
782.388	4	Aircraft2_70%_5.jpg	1	0.75	782.388	786.12	784.637	1
786.391	4	Aircraft2_70%_15.jpg	1	0.75	786.391	790.122	788.596	1
790.407	4	Aircraft2_70%_19.jpg	1	0.75	790.407	794.137	792.258	1
794.41	4	Aircraft1_70%_31.jpg	0	0.75	794.41	798.142	795.608	0
798.412	4	rest.jpg	n/a	n/a	798.412	802.148	802.412	n/a
802.399	4	rest.jpg	n/a	n/a	802.399	806.135	806.399	n/a
806.385	4	rest.jpg	n/a	n/a	806.385	810.115	810.385	n/a
810.39	4	Aircraft2_10%_9.jpg	1	0.1	810.39	814.124	811.871	1
814.398	4	Aircraft2_10%_6.jpg	1	0.1	814.398	818.129	815.306	1
818.419	4	Aircraft1_10%_23.jpg	0	0.1	818.419	822.149	820.344	0
822.424	4	Aircraft1_10%_21.jpg	0	0.1	822.424	826.154	824.698	0
826.439	4	Aircraft2_10%_36.jpg	1	0.1	826.439	830.169	828.481	1
830.459	4	rest.jpg	n/a	n/a	830.459	834.189	834.459	n/a
834.422	4	rest.jpg	n/a	n/a	834.422	838.158	838.422	n/a
838.405	4	rest.jpg	n/a	n/a	838.405	842.139	842.405	n/a
842.406	4	Aircraft2_90%_24.jpg	1	0.9	842.406	846.141	844.915	1
846.408	4	Aircraft2_90%_2.jpg	1	0.9	846.408	850.138	849.715	1
850.422	4	Aircraft2_90%_43.jpg	1	0.9	850.422	854.151	852.864	1
854.417	4	Aircraft2_90%_46.jpg	1	0.9	854.417	858.15	856.366	1
858.43	4	Aircraft1_90%_42.jpg	0	0.9	858.43	862.161	861.238	0
862.429	4	rest.jpg	n/a	n/a	862.429	866.165	866.429	n/a
866.414	4	rest.jpg	n/a	n/a	866.414	870.144	870.414	n/a
870.393	4	rest.jpg	n/a	n/a	870.393	874.129	874.393	n/a
874.403	4	Aircraft1_70%_3.jpg	0	0.75	874.403	878.135	877.476	0
878.409	4	Aircraft2_70%_28.jpg	1	0.75	878.409	882.139	879.656	1
882.424	4	Aircraft1_70%_24.jpg	0	0.75	882.424	886.156	883.62	0
886.443	4	Aircraft2_70%_39.jpg	1	0.75	886.443	890.178	888.045	1
890.465	4	Aircraft2_70%_8.jpg	1	0.75	890.465	894.203	893.371	1
894.484	4	rest.jpg	n/a	n/a	894.484	898.214	898.484	n/a
898.448	4	rest.jpg	n/a	n/a	898.448	902.178	902.448	n/a
902.412	4	rest.jpg	n/a	n/a	902.412	906.148	906.412	n/a
906.419	4	Aircraft1_10%_12.jpg	0	0.1	906.419	910.156	907.408	0
910.431	4	Aircraft2_10%_32.jpg	1	0.1	910.431	914.161	911.432	1
914.452	4	Aircraft2_10%_48.jpg	1	0.1	914.452	918.186	915.353	1
918.475	4	Aircraft1_10%_19.jpg	0	0.1	918.475	922.207	919.443	0
922.496	4	Aircraft1_10%_33.jpg	0	0.1	922.496	926.225	923.337	0
926.512	4	rest.jpg	n/a	n/a	926.512	930.248	930.512	n/a
930.48	4	rest.jpg	n/a	n/a	930.48	934.213	934.48	n/a
934.462	4	rest.jpg	n/a	n/a	934.462	938.192	938.462	n/a
938.476	4	Aircraft1_90%_17.jpg	0	0.9	938.476	942.213	940.023	0
942.501	4	Aircraft2_90%_42.jpg	1	0.9	942.501	946.231	945.142	1
946.517	4	Aircraft2_90%_44.jpg	1	0.9	946.517	950.249	949.774	1
950.517	4	Aircraft1_90%_10.jpg	0	0.9	950.517	954.249	954.517	0
954.535	4	Aircraft2_90%_25.jpg	1	0.9	954.535	958.27	957.332	1
958.558	4	rest.jpg	n/a	n/a	958.558	962.289	962.558	n/a
962.521	4	rest.jpg	n/a	n/a	962.521	966.258	966.521	n/a
966.504	4	rest.jpg	n/a	n/a	966.504	970.236	970.504	n/a
970.505	4	Aircraft1_70%_25.jpg	0	0.75	970.505	974.237	971.691	0
974.52	4	Aircraft2_70%_49.jpg	1	0.75	974.52	978.25	976.106	1
978.519	4	Aircraft2_70%_10.jpg	1	0.75	978.519	982.249	979.639	1
982.537	4	Aircraft2_70%_12.jpg	1	0.75	982.537	986.267	984.083	1
986.552	4	Aircraft2_70%_7.jpg	1	0.75	986.552	990.282	988.178	1
990.553	4	rest.jpg	n/a	n/a	990.553	994.29	994.553	n/a
994.526	4	rest.jpg	n/a	n/a	994.526	998.257	998.526	n/a
998.489	4	rest.jpg	n/a	n/a	998.489	1002.219	1002.489	n/a
